term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
degolló,"…allí un jabatillo, lo degolló, le sacó los pulmones…",Verb,pretérito perfecto simple,él/ella/ud.,degollar,verb,pretérito perfecto simple,él/ella/ud.,degollar,,,,,,,,,,,,,en,he slit,,,,,,,,
deja,…en qué situación le deja a uno?,Verb,él/ella/ud.,presente,dejar,dejarse,Noun,dejar,verbo,presente,dejarse,él/ella/ud.,,,,,,,,,,en,to leave,,,,,,,,
dejaba,…a la finca; se dejaba interesar lentamente por la…,Verb,yo,indicativo pretérito imperfecto,dejar,dejarse,dejar,verbo,yo,dejarse,indicativo pretérito imperfecto,,,,,,,,,,,en,"leave, quit; forsake, abandon; lend; forget; drop; put down; yield, produce; give up; stop",,,,,,,,
dejad,Dejad de robar historias. Vivid…,Verb,imperativo,vosotros,dejar,dejar,imperativo,verbo,vosotros,,,,,,,,,,,,,en,let,,,,,,,,
dejadas,…de marcas y cicatrices dejadas por la jeringa.,,,,,,,,,,,,,,,,,,,,,en,left,,,,,,,,
dejado,…cuartucho que nos han dejado para el club de…,Verb,yo,pretérito perfecto compuesto,dejar,dejarse,dejar,verbo,yo,pretérito perfecto compuesto,dejarse,,,,,,,,,,,en,"lost, legacy; left",,,,,,,,
déjala,"Rai, déjala, que está cagada.",,,,,,,,,,,,,,,,,,,,,en,"leave it, her",,,,,,,,
déjame,"…Oye amigo, déjame ser el siguiente!” dijo…",Noun,noun,,,,,,,,,,,,,,,,,,,en,let me,,,,,,,,
dejar,…voy a tener que dejar de follar contigo.,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,stop,,,,,,,,
dejarla,Si pudiera dejarla salir aunque sólo fuera…,,,,,,,,,,,,,,,,,,,,,en,leave,,,,,,,,
dejaros,…tenéis que hacer es dejaros llevar.,,,,,,,,,,,,,,,,,,,,,en,let yourselves,,,,,,,,
dejarte,"…contuviera, te susurra para dejarte entrar.",,,,,,,,,,,,,,,,,,,,,en,let you,,,,,,,,
dejé,"...años de edad yo dejé de hacer dibujos, yo...",Verb,yo,pretérito perfecto simple,dejar,dejarse,dejar,verbo,yo,pretérito perfecto simple,dejarse,,,,,,,,,,,en,left,,,,,,,,
dejemos,"…CIPIÓN.— Berganza amigo, dejemos esta noche el Hospital…",Verb,imperativo,nosotros,subjuntivo presente,dejar,dejarse,verb,dejar,imperativo,nosotros,subjuntivo presente,dejarse,,,,,,,,,en,"we leave, quit, forsake, abandon",,,,,,,,
déjennos,Déjennos pasar.,,,,,,,,,,,,,,,,,,,,,en,let us,,,,,,,,
dejes,"…Sí, pero no dejes ciego a Boris.- Eso…",Verb,tú,subjuntivo presente,dejar,dejarse,verb,dejar,tú,subjuntivo presente,dejarse,,,,,,,,,,,en,allow,,,,,,,,
dejo,Aquí te dejo una historia un poco…,Verb,yo,presente,dejar,dejarse,Noun,sustantivo,dejar,verbo,presente,yo,dejarse,,,,,,,,,en,"(dejar) leave, quit; forsake; lend; forget; put down",,,,,,,,
dejó,…que su mujer le dejó. Puede parecer un suicidio.,Verb,pretérito perfecto simple,él/ella/ud.,dejar,dejarse,dejar,verbo,pretérito perfecto simple,dejarse,él/ella/ud.,,,,,,,,,,,en,"stop, quit, leave, let",,,,,,,,
delante,…queda a nosotros por delante.,Adverb,Noun,noun,adverb,,,,,,,,,,,,,,,,,en,in front,,,,,,,,
delgada,"Era delgada y tenía buen cuerpo,…",Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,thin,,,,,,,,
delgado,pero delgado y pequeño hacia la…,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"adj. thin, slim, slight; flimsy",,,,,,,,
delincuente,…indocumentado es considerado un delincuente.,Noun,,,,,,,,,,,,,,,,,,,,en,offender,,,,,,,,
delito,…momento...¿ cuál es mi delito?,Noun,,,,,,,,,,,,,,,,,,,,en,"crime, felony",,,,,,,,
demacrado,"…su rostro se vea demacrado, aunque apenas tiene( tenía)…",Verb,yo,pretérito perfecto compuesto,demacrar,demacrarse,verbo,yo,pretérito perfecto compuesto,demacrarse,demacrar,,,,,,,,,,,en,"emaciated, gaunt, haggard",,,,,,,,
demás,…de los padres y demás adultos.,Adjective,Pronoun,,,,,,,,,,,,,,,,,,,en,"adj. rest of, other; adv. besides",,,,,,,,
demasiado,…que sus historias son demasiado artificiosas?,Verb,pretérito perfecto compuesto,demasiarse,Pronoun,Adverb,pronombre,adverbio,verbo,pretérito perfecto compuesto,demasiarse,,,,,,,,,,,en,too much,,,,,,,,
demasiados,"Son demasiados los asesinatos,",Adjective,Pronoun,pronoun,adjective,,,,,,,,,,,,,,,,,en,too many,,,,,,,,
demencia,demencia para esta misión en…,Noun,noun,,,,,,,,,,,,,,,,,,,en,dementia,,,,,,,,
demostrarme,…cuentas haber existido para demostrarme y explicarme que yo…,,,,,,,,,,,,,,,,,,,,,en,to demonstrate; to prove (to me) *,,,,,,,,
denomina,"…pincho, como se las denomina en el norte de…",Verb,él/ella/ud.,presente,denominar,denominarse,verbo,presente,él/ella/ud.,denominarse,denominar,,,,,,,,,,,en,call,,,,,,,,
denominaciones,…por su calidad diversas denominaciones específicas de frutas y…,Noun,,,,,,,,,,,,,,,,,,,,en,"designation, appellation; denomination",,,,,,,,
denos,"Por favor, denos una oportunidad.",,,,,,,,,,,,,,,,,,,,,en,Give us,,,,,,,,
dénos,Dénos su posición.,,,,,,,,,,,,,,,,,,,,,en,Give Us,,,,,,,,
dentro,Vengo dentro de tres horas.,Adverb,Noun,,,,,,,,,,,,,,,,,,,en,"in, inside, into, within",,,,,,,,
denunciar,…por qué no quiere denunciar.,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,"denounce, inform against, announce",en,report,en,"to report; to inform against, to denounce",,,,
dependen,Como dependen de ellos para obtener…,Verb,presente,ellos/ellas/uds.,depender,verbo,presente,depender,ellos/ellas/uds.,,,,,,,,,,,,,en,"(they) depend, rely on, depend on",,,,,,,,
deprisa,"…profesora] Deprisa, por favor.",Adjective,Adverb,adjetivo,adverbio,,,,,,,,,,,,,,,,,en,"quickly, in a hurry",,,,,,,,
derecho,comenzó estudiar derecho para ser,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,law,,,,,,,,
derrame,"Y que también derrame beneficios sobre nosotros,",Verb,él/ella/ud.,imperativo,subjuntivo presente,derramar,derramarse,Noun,verb,noun,imperativo,derramar,subjuntivo presente,él/ella/ud.,derramarse,,,,,,,en,it spills,,,,,,,,
derrotar,la cámara secreta Tras derrotar una vez más a…,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,"rout, defeat; whip, beat",,,,,,,,
desacomodado,Y hallándome desacomodado y habiendo sabido que…,Verb,yo,pretérito perfecto compuesto,desacomodar,desacomodarse,verb,yo,pretérito perfecto compuesto,desacomodar,desacomodarse,,,,,,,,,,,en,"badly off, hard up, awkward, inconvenient, unemployed, out of a job",,,,,,,,
desafíos,…con muchos peligros y desafíos.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,challenge,,,,,,,,
desaforada,"José Arcadio Buendía, cuya desaforada imaginación iba siempre más…",,,,,,,,,,,,,,,,,,,,,en,unbridled,,,,,,,,
desalojar,para que procedan a desalojar el inmueble por su…,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to evacuate,,,,,,,,
desaparece,"Sara, Rai siempre desaparece sin avisar.",Verb,él/ella/ud.,presente,desaparecer,desaparecerse,Adjective,adjetivo,desaparecer,verbo,presente,él/ella/ud.,desaparecerse,,,,,,,,,en,disappears,,,,,,,,
desaparecer,Quería desaparecer.,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,"v. disappear, go out of sight; become extinct, cease to exist",,,,,,,,
desaparecerán,…los problemas del mundo desaparecerán.,Verb,ellos/ellas/uds.,futuro,desaparecer,desaparecerse,verb,desaparecer,futuro,ellos/ellas/uds.,desaparecerse,,,,,,,,,,,en,will disappear,,,,,,,,
desaparecerla,No será difícil desaparecerla.,,,,,,,,,,,,,,,,,,,,,en,to make her disappear,,,,,,,,
desaparecidas,"…las personas desaparecidas"".",Adjective,adjective,,,,,,,,,,,,,,,,,,,en,missing,,,,,,,,
desaparecido,Cuatro días desaparecido sin contestar WhatsApp.,Verb,yo,pretérito perfecto compuesto,desaparecer,desaparecerse,Adjective,Noun,sustantivo,adjetivo,desaparecer,verbo,yo,pretérito perfecto compuesto,desaparecerse,,,,,,,en,disappeared,,,,,,,,
desaparecieron,…Vigilantes se los llevaron. Desaparecieron.,Verb,pretérito perfecto simple,ellos/ellas/uds.,desaparecer,desaparecerse,verb,desaparecer,pretérito perfecto simple,ellos/ellas/uds.,desaparecerse,,,,,,,,,,,en,They disappeared,,,,,,,,
desapercibidas,…negocio que no pasan desapercibidas.,,,,,,,,,,,,,,,,,,,,,en,unobserved,,,,,,,,
desarrollan,Las pulgas se desarrollan mediante metamorfosis desde el…,Verb,presente,ellos/ellas/uds.,desarrollar,desarrollarse,verbo,presente,desarrollarse,desarrollar,ellos/ellas/uds.,,,,,,,,,,,en,they develop,,,,,,,,
desarrollismo,…el presidente favorece el desarrollismo sobre la conservación.,,,,,,,,,,,,,,,,,,,,,en,developmentalism,,,,,,,,
desarrollo,…ambiente donde terminan su desarrollo.,Verb,yo,presente,desarrollar,desarrollarse,Noun,verbo,presente,yo,desarrollarse,desarrollar,,,,,,,,,,en,development; expansion; growth; unfolding,,,,,,,,
desarrolló,…mujer] Desde niño desarrolló una conexión con el…,Verb,pretérito perfecto simple,él/ella/ud.,desarrollar,desarrollarse,verb,desarrollarse,pretérito perfecto simple,desarrollar,él/ella/ud.,,,,,,,,,,,en,he developed,,,,,,,,
desataron,…de estos incendios se desataron en la Amazonía brasileña.,Verb,pretérito perfecto simple,ellos/ellas/uds.,desatar,desatarse,verbo,pretérito perfecto simple,ellos/ellas/uds.,desatarse,desatar,,,,,,,,,,,en,unleashed,,,,,,,,
desbandada,…y se arrastraban en desbandada turbulenta detrás de los…,Noun,noun,,,,,,,,,,,,,,,,,,,en,stampede,,,,,,,,
descansa,"…el gato, mientras éste descansa o duerme.",Verb,él/ella/ud.,presente,descansar,verbo,presente,descansar,él/ella/ud.,,,,,,,,,,,,,en,"rest, repose",,,,,,,,
descansando,"…mejor quédate en casita descansando, para que te alivies",Verb,gerundio,descansar,Adjective,verb,gerundio,adjective,descansar,,,,,,,,,,,,,en,resting,,,,,,,,
descansar,…resto del día para descansar y todo el resto…,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to rest,,,,,,,,
descanso,…sin un minuto de descanso.,Verb,yo,presente,descansar,Noun,verbo,presente,yo,descansar,,,,,,,,,,,,en,"break, rest",,,,,,,,
descansó,"Al séptimo día, descansó. Que es nuestro domingo,…",Verb,pretérito perfecto simple,él/ella/ud.,descansar,verbo,descansar,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,en,(he/she/you) rested,,,,,,,,
descargue,"…especial, para que se descargue automáticamente.",Verb,él/ella/ud.,imperativo,subjuntivo presente,descargar,descargarse,imperativo,verbo,subjuntivo presente,descargar,él/ella/ud.,descargarse,,,,,,,,,en,"descargar v. discharge, unload; release; download, copy files from a distant computer through a modem",,,,,,,,
descartar,No hay manera de descartar nada.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to discard,,,,,,,,
descartas,…que estuviese muerto?¿ Así descartas que no soy el…,Verb,presente,tú,descartar,descartarse,tú,verbo,presente,descartar,descartarse,,,,,,,,,,,en,discard,,,,,,,,
descompuesto,"civilización, mi avión estaba descompuesto y yo solamente tenía",Verb,yo,pretérito perfecto compuesto,descomponer,descomponerse,Adjective,,,,,,,,,,,,,,,en,broken down,,,,,,,,
desconocen,"…siento triste porque ellos desconocen la verdad, y yo…",Verb,presente,ellos/ellas/uds.,desconocer,desconocerse,verbo,presente,desconocer,ellos/ellas/uds.,desconocerse,,,,,,,,,,,en,"disclaim, disavow, disown",,,,,,,,
desconocida,…a una empresa tan desconocida,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,unknown,,,,,,,,
describía,Así me lo describía la señora Camelia.,Verb,yo,indicativo pretérito imperfecto,describir,verbo,yo,describir,indicativo pretérito imperfecto,,,,,,,,,,,,,en,I/he/she/it described,,,,,,,,
descritas,"Existen casi 50.000 especies descritas, y se estima que…",,,,,,,,,,,,,,,,,,,,,en,"described, put in words, exposed (of facts, argument)",,,,,,,,
descubierta,"…formación Vaca Muerta, fue descubierta por el geólogo estadounidense…",,,,,,,,,,,,,,,,,,,,,en,discovered,,,,,,,,
descubierto,"…Y quién ha descubierto al payaso, eh?",Verb,yo,pretérito perfecto compuesto,descubrir,descubrirse,verbo,yo,descubrir,pretérito perfecto compuesto,descubrirse,,,,,,,,,,,en,"opened; exposed, uncovered; bareheaded",,,,,,,,
descubrimiento,…charla acerca de su descubrimiento.,Noun,noun,,,,,,,,,,,,,,,,,,,en,discovery,,,,,,,,
descubrimientos,Los científicos buscan descubrimientos. Formas de hacer del…,Noun,noun,,,,,,,,,,,,,,,,,,,en,discoveries,,,,,,,,
descubrió,Alicia lo descubrió antes de que pudiese…,Verb,pretérito perfecto simple,él/ella/ud.,descubrir,descubrirse,verbo,descubrir,pretérito perfecto simple,él/ella/ud.,descubrirse,,,,,,,,,,,en,Discovered,,,,,,,,
descuidado,"Qué descuidado, Kinshiki.",Verb,yo,pretérito perfecto compuesto,descuidar,descuidarse,Adjective,verb,adjective,yo,descuidar,pretérito perfecto compuesto,descuidarse,,,,,,,,,en,"careless, negligent",,,,,,,,
descuide,"…caballero, esta zona está...- Descuide, no hay problema.",Verb,él/ella/ud.,imperativo,subjuntivo presente,descuidar,descuidarse,verb,imperativo,descuidar,subjuntivo presente,él/ella/ud.,descuidarse,,,,,,,,,en,don't worry,,,,,,,,
desde,…y lo sé probablemente desde el día de mi…,Verb,él/ella/ud.,imperativo,desdar,Noun,Preposition,imperativo,verbo,él/ella/ud.,desdar,,,,,,,,,,,en,Since,,,,,,,,
deseas,"…eso es lo que deseas”, dijeron los otros chivitos,…",Verb,presente,tú,desear,verb,desear,tú,presente,,,,,,,,,,,,,en,you wish,,,,,,,,
desechos,…del suelo o los desechos orgánicos del exterior.,Noun,,,,,,,,,,,,,,,,,,,,en,waste,,,,,,,,
desempaquetados,…un muestrario de paños desempaquetados— Samsa era viajante de…,,,,,,,,,,,,,,,,,,,,,en,unpacked,,,,,,,,
desencadenantes,…muertos son los factores desencadenantes más comunes de la…,Noun,,,,,,,,,,,,,,,,,,,,en,which cause,,,,,,,,
desenclavarse,"…los tornillos tratando de desenclavarse, y aun los objetos…",,,,,,,,,,,,,,,,,,,,,en,to unhinge themselves,,,,,,,,
desenvuelven,…cuando los hechos se desenvuelven lentamente ante los ojos…,Verb,presente,ellos/ellas/uds.,desenvolver,desenvolverse,verb,desenvolver,presente,ellos/ellas/uds.,desenvolverse,,,,,,,,,,,en,unfold,,,,,,,,
deseo,…Ariel le concedió un deseo como recompensa.,Verb,yo,presente,desear,Adverb,Noun,sustantivo,desear,adverbio,verbo,presente,yo,,,,,,,,,en,wish,,,,,,,,
desesperadamente,desesperadamente cualquier información sobre la…,Adverb,adverb,,,,,,,,,,,,,,,,,,,en,desperately,,,,,,,,
desgarrándose,…carne desgarrándose y sangre a borbotones],,,,,,,,,,,,,,,,,,,,,en,tearing themselves,,,,,,,,
desgraciadamente,"Y desgraciadamente yo abandoné mi pasión,…",Adverb,Noun,sustantivo,adverbio,,,,,,,,,,,,,,,,,en,"adv. sadly, unfortunately",,,,,,,,
desgracias,"mis problemas, de mis desgracias, ¿sabes",Verb,presente,tú,desgraciar,desgraciarse,Noun,,,,,,,,,,,,,,,en,misfortunes,,,,,,,,
deshacernos,…porque nos ayuda a deshacernos de un montón de…,,,,,,,,,,,,,,,,,,,,,en,to get rid,,,,,,,,
deshollinarlos,"Tengo que destaparlos, deshollinarlos todos los días porque…",,,,,,,,,,,,,,,,,,,,,en,to clean them,,,,,,,,
desholliné,"Así que una mañana desholliné mis volcanes, destapé los…",Verb,yo,pretérito perfecto simple,deshollinar,verb,yo,pretérito perfecto simple,deshollinar,,,,,,,,,,,,,en,I cleaned,,,,,,,,
deshonrar,"…antiguo“ sneypa”, que significaba‘ deshonrar'.",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to dishonor,,,,,,,,
desigualdad,…en pobreza… y en desigualdad.,Noun,noun,,,,,,,,,,,,,,,,,,,en,inequality,,,,,,,,
desigualdades,…dedicado a limar las desigualdades entre hombres y,Noun,noun,,,,,,,,,,,,,,,,,,,en,inequalities,,,,,,,,
desilusión,…yo sufría la gran desilusión que la persona no…,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,disappointment,,,,,,,,
desilusionado,Yo estaba desilusionado porque las personas mayores…,Verb,yo,pretérito perfecto compuesto,desilusionar,desilusionarse,Adjective,verb,adjective,yo,pretérito perfecto compuesto,desilusionar,desilusionarse,,,,,,,,,en,disillusioned,,,,,,,,
desmayo,"…de Bolton, tuvo un desmayo, del que nunca se…",Verb,yo,presente,desmayar,desmayarse,Noun,sustantivo,verbo,presente,yo,desmayarse,desmayar,,,,,,,,,en,faint,,,,,,,,
desmorona,"…aquí abajo, todo se desmorona.",Verb,él/ella/ud.,presente,desmoronar,desmoronarse,verb,presente,él/ella/ud.,desmoronar,desmoronarse,,,,,,,,,,,en,"crumble, fall to pieces",,,,,,,,
desobedecer,no se atreve a desobedecer,Verb,participio pasado,,,,,,,,,,,,,,,,,,,en,disobey,,,,,,,,
desocupado,…a entregar el mismo desocupado.,Verb,yo,pretérito perfecto compuesto,desocupar,desocuparse,Adjective,verb,adjective,yo,pretérito perfecto compuesto,desocupar,desocuparse,,,,,,,,,en,unoccupied,,,,,,,,
despacho,…cuando fue a su despacho ayer…,Verb,yo,presente,despachar,despacharse,Noun,sustantivo,verbo,presente,yo,despacharse,despachar,,,,,,,,,en,Office,,,,,,,,
despachos,…en ninguno de los despachos mercantiles de la City.,,,,,,,,,,,,,,,,,,,,,en,"(m) n. office; chamber; dispatch; handling; study,  shop",,,,,,,,
despavorida,…chilla despavorida],,,,,,,,,,,,,,,,,,,,,en,aghast,,,,,,,,
despavorido,…grita despavorido],,,,,,,,,,,,,,,,,,,,,en,"aghast, terrified",,,,,,,,
despecho,"…sus ayudantes, con taciturno despecho, se retira del frente…",Verb,yo,presente,despechar,Noun,verbo,presente,yo,despechar,,,,,,,,,,,,en,"spite, spitefulness",,,,,,,,
despedido,"…octubre, Phileas Fogg había despedido a James Foster, por…",Verb,yo,pretérito perfecto compuesto,despedir,despedirse,Adjective,verb,despedir,adjective,yo,despedirse,pretérito perfecto compuesto,,,,,,,,,en,dismissed,,,,,,,,
despedirse,"…temprano y fue a despedirse de su amiga, la…",Verb,participio pasado,Noun,verb,noun,participio pasado,,,,,,,,,,,,,,,en,to say goodbye,,,,,,,,
desperdicio,Qué desperdicio.,Verb,yo,presente,desperdiciar,Noun,sustantivo,verbo,presente,yo,desperdiciar,,,,,,,,,,,en,"waste, misspend, scatter",,,,,,,,
despertado,"…de la mañana, había despertado al señor Vernon Dursley…",Verb,yo,pretérito perfecto compuesto,despertar,despertarse,despertarse,verbo,despertar,yo,pretérito perfecto compuesto,,,,,,,,,,,en,"v. awaken, wake up, arouse (i.e. from sleep); enthuse, rouse",,,,,,,,
despertar,despertar.,Verb,participio pasado,Noun,verb,noun,participio pasado,,,,,,,,,,,,,,,en,to wake up,,,,,,,,
despertarles,…todo es cuestión de despertarles el ánima».,,,,,,,,,,,,,,,,,,,,,en,to awaken them,,,,,,,,
despertaste,…ME DESPERTASTE!,Verb,pretérito perfecto simple,tú,despertar,despertarse,verb,despertarse,tú,despertar,pretérito perfecto simple,,,,,,,,,,,en,You woke up,,,,,,,,
despidiendo,"Bueno, se estaba despidiendo de mí porque me",Verb,gerundio,despedir,,,,,,,,,,,,,,,,,,en,"dismissing, terminating, firing",,,,,,,,
despierto,…sé si ya estoy despierto,Verb,yo,presente,despertar,despertarse,Adjective,Adverb,verb,despertarse,adjective,despertar,presente,yo,adverb,,,,,,,en,wake up,,,,,,,,
desplazan,Las larvas se desplazan a lugares cálidos y…,Verb,presente,ellos/ellas/uds.,desplazar,desplazarse,verbo,desplazar,presente,ellos/ellas/uds.,desplazarse,,,,,,,,,,,en,"displace, move",,,,,,,,
desplazarse,"…alfombras( una larva puede desplazarse 40 cm), las grietas de…",Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,"to move about, travel",,,,,,,,
desplegaos,Desplegaos y reuníos después. Ya…,Verb,imperativo,desplegarse,verb,imperativo,desplegarse,,,,,,,,,,,,,,,en,unfold yourselves,,,,,,,,
desplomado,acción se ha desplomado más de un70%.,Verb,yo,pretérito perfecto compuesto,desplomar,desplomarse,verbo,yo,pretérito perfecto compuesto,desplomarse,desplomar,,,,,,,,,,,en,collapsed,,,,,,,,
desplomó,El gigante se desplomó desde el cielo.,Verb,pretérito perfecto simple,él/ella/ud.,desplomar,desplomarse,verb,pretérito perfecto simple,él/ella/ud.,desplomarse,desplomar,,,,,,,,,,,en,collapsed,,,,,,,,
desprenderla,"Entonces usted, señora, debe desprenderla y enchufarla en un…",,,,,,,,,,,,,,,,,,,,,en,"release, remove, detach",,,,,,,,
después,"Esa tarde, después de escribir una carta…",Adverb,Noun,,,,,,,,,,,,,,,,,,,en,"after,  then",,,,,,,,
destacaba,"…lectura al acta, que destacaba los méritos de cada…",Verb,yo,indicativo pretérito imperfecto,destacar,destacarse,verbo,destacar,yo,destacarse,indicativo pretérito imperfecto,,,,,,,,,,,en,"destacar -  v.  distinguish, stand out; draft; class; detach",,,,,,,,
destacar,"…estas tierras, hay que destacar por su calidad diversas…",Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,Highlight,,,,,,,,
destapando,"…y matando baobabs y destapando mis volcanes, de pronto,…",Verb,gerundio,destapar,verb,gerundio,destapar,,,,,,,,,,,,,,,en,uncovering,,,,,,,,
